Title	Url	DatasetType	Agency	AgencyContact	AgencyContactEmail	AgencyContactPhone	Description	Format	UpdateFrequency	Cost	CostInformation	SubmissionSource	Licence	LicenceURL	Date listed	Date last updated	DatasetLastUpdated	DatasetCreation	Guid
NZ Breakwater Centrelines (Topo, 1:50k)	https://data.linz.govt.nz/layer/243-nz-breakwater-centrelines-topo-150k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>A structure built to break the force of waves to protect a beach, harbour or other waterfront facility.</p><p>Data Dictionary for breakwater_cl: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-breakwater_cl">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:50		2015-08-21 13:33:29	2012-01-25 23:27:55	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:243
NZ Bridge Centrelines (Topo, 1:50k)	https://data.linz.govt.nz/layer/244-nz-bridge-centrelines-topo-150k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>A structure erected over a depression or obstacle to carry traffic or some facility such as a pipeline.</p><p>Data Dictionary for bridge_cl: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-bridge_cl">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:35		2015-08-21 13:33:30	2012-01-25 23:27:58	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:244
NZ Building Points (Topo, 1:250k)	https://data.linz.govt.nz/layer/153-nz-building-points-topo-1250k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>A relatively permanent walled and roofed construction.</p><p>Data Dictionary for building_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-building_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo250 map series. The Topo250 map series provides topographic mapping for the New Zealand mainland and Chatham Islands, at 1:250,000 scale.</p><p>Further information on Topo250: <a href="http://www.linz.govt.nz/topography/topo-maps/topo250">www.linz.govt.nz/topography/topo-maps/topo250</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:38		2015-08-21 14:02:39	2011-05-20 08:14:09	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:153
NZ Building Points (Topo, 1:50k)	https://data.linz.govt.nz/layer/245-nz-building-points-topo-150k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>A relatively permanent walled and roofed construction.</p><p>Data Dictionary for building_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-building_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:37		2015-08-21 13:33:31	2012-01-25 23:28:02	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:245
NZ Building Polygons (Topo, 1:250k)	https://data.linz.govt.nz/layer/154-nz-building-polygons-topo-1250k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>A relatively permanent walled and roofed construction.</p><p>Data Dictionary for building_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-building_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo250 map series. The Topo250 map series provides topographic mapping for the New Zealand mainland and Chatham Islands, at 1:250,000 scale.</p><p>Further information on Topo250: <a href="http://www.linz.govt.nz/topography/topo-maps/topo250">www.linz.govt.nz/topography/topo-maps/topo250</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:38		2015-08-21 14:02:40	2011-05-20 08:14:10	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:154
NZ Building Polygons (Topo, 1:50k)	https://data.linz.govt.nz/layer/246-nz-building-polygons-topo-150k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>A relatively permanent walled and roofed construction.</p><p>Data Dictionary for building_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-building_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:37		2015-08-21 13:33:32	2012-01-25 23:28:05	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:246
NZ Buoy Points (Topo, 1:50k)	https://data.linz.govt.nz/layer/247-nz-buoy-points-topo-150k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>A float moored or anchored in water.</p><p>Data Dictionary for buoy_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-buoy_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:46		2015-08-21 13:33:33	2012-01-25 23:28:07	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:247
NZ Business Demography Statistics	http://www.stats.govt.nz/browse_for_stats/businesses/business_characteristics/nz-business-demography-statistics-info-releases.aspx	Dataset	Statistics New Zealand	Statistics New Zealand Information Centre	info@stats.govt.nz	0508 525 525	These releases provide an annual snapshot of the structure and characteristics of New Zealand businesses.	CSV,Spreadsheet,HTML,PDF	Other-Unknown	No		Manual	Creative Commons Attribution 3.0 New Zealand licence		2009-12-16 08:09:26	2014-02-01 00:00:00	2014-10-30 00:00:00	2009-12-16 00:00:00	
NZ Cableway Industrial Centrelines (Topo, 1:50k)	https://data.linz.govt.nz/layer/248-nz-cableway-industrial-centrelines-topo-150k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>Industrial cableway; a conveyor system built primarily for the transport of material for industry, power production etc, in which a carrier unit or units run on wire cables strung between supports.</p><p>Data Dictionary for cableway_industrial_cl: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-cableway_industrial_cl">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:46		2015-08-21 13:33:33	2012-01-25 23:28:10	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:248
NZ Cableway People Centrelines (Topo, 1:50k)	https://data.linz.govt.nz/layer/249-nz-cableway-people-centrelines-topo-150k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>Cableway for people; a conveyor system, built to transport people primarily, in which a carrier unit or units run on wire cables strung between supports.</p><p>Data Dictionary for cableway_people_cl: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-cableway_people_cl">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:44		2015-08-21 13:33:34	2012-01-25 23:28:13	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:249
NZ Cadastral Adjustments	https://data.linz.govt.nz/layer/790-nz-cadastral-adjustments/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>This layer provides the extents of influence that the work to integrate survey information has on the surrounding Cadastre.</p><p>All cadastral surveys must be integrated into the Cadastre. As part of this process the new information 'upgrades' the existing information. This is controlled by a mathematical adjustment process using a Least Squares methodology. </p><p>The adjustment/Integration process results in increased mapping accuracy of surrounding spatial objects (e.g. parcels), the effect of which is some new observations or parcels appear to move. The extend of the change largely depends upon the size of the new survey, the difference in accuracy between new and old data and the number of linkages to other Surveys. </p><p>In general, where the underlying surveys are older or in a rural location the greater the extent of the adjustment.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:36		2015-09-26 08:07:05	2012-03-17 19:24:36	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:790
NZ Cadastral Survey Network Marks	https://data.linz.govt.nz/layer/777-nz-cadastral-survey-network-marks/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>This layer provides all marks and associated information that have an order of 6 or better.<br />Cadastral surveys are required to connect to these marks if they are within a specified distance. </p><p>A cadastral survey network mark is a node which is (or was) occupied by a physical survey monument that meets accuracy standards suitable for cadastral requirements. i.e. Cadastral Survey Network Marks have a NZGD2000 horizontal coordinate order of 6 or better. The complete definition for these mark orders is defined by the following Standard.<br />"<a href="http://www.linz.govt.nz/survey-titles/cadastral-surveying/cadastral-standards/DocumentSummary.aspx?document=273">www.linz.govt.nz/survey-titles/cadastral-surveying...</a>"</p><p>When a new cadastral survey network mark is named as part of a cadastral survey dataset (plan) its name consists of a mark type and number that is unique to that survey, followed by the plan number e.g. IS I DP 3456; IS II DP3456.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:36		2015-09-26 08:05:49	2012-03-17 19:24:19	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:777
NZ Campbell Is Building Points (Topo, 1:50k)	https://data.linz.govt.nz/layer/925-nz-campbell-is-building-points-topo-150k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>A relatively permanent walled and roofed construction.<br /></p><p>Data Dictionary for building_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-building_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a><br /></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore Islands, at 1:50,000 scale.<br /></p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-16 14:12:00		2015-06-10 16:13:21	2011-08-14 18:04:38	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:925
NZ Campbell Is Cliff Edges (Topo, 1:50k)	https://data.linz.govt.nz/layer/926-nz-campbell-is-cliff-edges-topo-150k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>A high, steep or overhanging face or rock. Can be rock.<br /></p><p>Data Dictionary for cliff_edge: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-cliff_edge">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a><br /></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore Islands, at 1:50,000 scale.<br /></p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-16 14:12:00		2015-06-10 16:14:32	2011-08-14 18:04:39	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:926
